Observation,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
319,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,2.0,,,,,26.0,0–5,7.4,7.2,-0.027398974,-0.2,2.53473e-05,0.658914009,0.025005996,0.7282385,0.02268113,-0.068992871,0.000305064,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.065187501,0.002259699,,,,,-0.013193094,0.001029144,,,,,,,,,,,,,,,,,,,,,,,,
320,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,3.4,,,,,26.0,0–5,7.4,7.0,-0.055569851,-0.4,8.03537e-05,0.332342843,0.010101829,0.366625275,0.008307602,-0.068992871,0.000254044,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.034281272,0.000387988,,,,,0.01610129,6.24253e-05,,,,,,,,,,,,,,,,,,,,,,,,
321,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,5.4,,,,,26.0,0–5,7.4,6.9,-0.069958589,-0.5,2.65042e-05,0.688327894,0.007766605,0.781942679,0.006404235,-0.068992871,0.000390098,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.036565172,0.001763958,,,,,0.01529241,0.000330396,,,,,,,,,,,,,,,,,,,,,,,,
322,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,9.5,,,,,26.0,0–5,7.4,6.8,-0.084557388,-0.6,8.44142e-05,0.565095254,0.00828608,0.73511138,0.006605571,-0.143100844,0.000256761,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.022054345,0.0084151,,,,,-0.005208694,0.002818269,,,,,,,,,,,,,,,,,,,,,,,,
323,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,17.0,,,,,26.0,0–5,7.4,6.8,-0.084557388,-0.6,8.44142e-05,1.039188868,0.056596504,1.219564899,0.056790732,-0.143100844,0.001203506,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.049095918,0.00330542,,,,,0.014352228,0.00110813,,,,,,,,,,,,,,,,,,,,,,,,
324,,,45.4,-93.2,N,5.5,726.0,Grassland,Successional grasslands; fields B,,,,27.2,,,,,26.0,0–5,7.4,6.2,-0.176930708,-1.2,9.90417e-05,1.022035789,0.025446858,1.316025165,0.023163409,-0.310154928,0.00034723,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.082995677,0.000758088,,,,,0.04632864,0.000181376,,,,,,,,,,,,,,,,,,,,,,,,
345,Kansas,USA,39.08,-96.57,N,13.0,835.0,Grassland,Tallgrass prairie with buring,,,,10.0,,,,,20.0,0–10,6.21,5.92,-0.047824447,-0.29,0.002546662,-0.094665227,0.008495106,0.024097552,0.010593198,-0.118762778,0.021060631,2.100288171,0.281985107,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.108067819,0.003572029,,,,,-0.132247814,0.007075015,,,,,,,,,,,,,,,,,,,,,,,,
346,,,39.08,-96.57,N,13.0,835.0,Grassland,Tallgrass prairie,,,,10.0,,,,,20.0,0–10,6.26,5.94,-0.052471052,-0.32,0.000506252,-0.029447201,0.009624112,-0.060624622,0.005196319,0.03117742,0.021060631,2.0940754,0.17974381,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.173629895,0.004009666,,,,,-0.114336991,0.006893559,,,,,,,,,,,,,,,,,,,,,,,,
377,Qinghai,China,37.61666667,101.2,N,-1.425,501.3,Grassland,Alpine meadow,,,,10.0,,,,,3.0,0–10,7.14,7.32,0.024897552,0.18,0.000997535,-0.098964264,0.002764858,-0.080804032,0.002543936,-0.018160232,0.021060631,,,,,,,,,,,0.023632641,0.04998591,MBC,-0.110347059,0.001662657,fieldM,Bacteria,Bacteria,Bacteria,-0.105757938,0.013959074,,,,,,,0.052520518,0.01492904,0.022223137,0.005231267,0.196421976,0.063701012,,,-0.010271918,0.013666063,-0.06630108,0.044706648,-0.064538521,0.012408667,0.227495439,0.066851605,,,,,,,Microplates,25
378,,,37.61666667,101.2,N_P,-1.425,501.3,Grassland,Alpine meadow,,,,10.0,5.0,,,,3.0,0–10,7.14,7.1,-0.005617992,-0.04,0.001204948,0.029942357,0.00209436,0.016604155,0.002092145,0.013338202,0.021060631,,,,,,,,,,,0.176693254,0.116490973,MBC,0.022603799,0.043299049,fieldM,Bacteria,Bacteria,Bacteria,-0.199757224,0.013959074,,,,,,,-0.017232521,0.012084773,-0.131927543,0.004617039,-0.083186658,0.041102566,,,-0.146865879,0.01509742,-0.099090903,0.035328844,-0.182321557,0.016081633,0.264040309,0.145810213,,,,,,,Microplates,25
379,,,37.61666667,101.2,P,-1.425,501.3,Grassland,Alpine meadow,,,,5.0,,,,,3.0,0–10,7.14,7.68,0.072906771,0.54,0.001125498,-0.027736755,0.002375254,-0.032485455,0.00227566,0.0047487,0.021060631,,,,,,,,,,,0.239312757,0.067159181,MBC,0.093820903,0.002675952,fieldM,Bacteria,Bacteria,Bacteria,-0.262131481,0.013959074,,,,,,,-0.140803595,0.016892209,-0.47526087,0.029652976,-0.073487261,0.045232525,,,-0.253702979,0.01395164,-0.479863398,0.049739281,-0.307722823,0.017379186,0.136641815,0.068110586,,,,,,,Microplates,25
392,,UK,54.45,-6.066666667,N_P_K,8.7,870.0,Grassland,Perennial ryegrass,42.0,24.0,34.0,20.0,3.2,16.0,,,44.0,0–5,7.12,7.09,-0.004222385,-0.03,3.56574e-05,-0.045600605,0.002954538,0.101096117,0.001931983,-0.146696722,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.034430972,0.02263977,0.159408411,0.12706952,,,-0.004962804,0.001199142,,,,,,,,,,,,,,,,,,,,,,,,
393,Qinghai,China,37.61666667,101.2,N,-2.0,500.0,Grassland,Alpine meadow by ammonium-N,,,,1.5,,,,,6.0,0–15,7.17,7.17,0.0,0.0,0.000190628,,,,,,,,,,,,,,,,,-0.245615716,0.001607814,Fungal hyphal length,,,,Fungi,Fungi,Mycorrhiza,0.661284486,0.015831108,,,,,0.273993781,0.004774574,,,,,,,,,,,,,,,,,,,,,,,,
394,,,37.61666667,101.2,N,-2.0,500.0,Grassland,Alpine meadow by ammonium-N,,,,7.5,,,,,6.0,0–15,7.17,7.23,0.008333382,0.06,0.000164184,,,,,,,,,,,,,,,,,-0.234316857,0.001302829,Fungal hyphal length,,,,Fungi,Fungi,Mycorrhiza,0.538660485,0.013373288,,,,,0.244320027,0.005614506,,,,,,,,,,,,,,,,,,,,,,,,
395,,,37.61666667,101.2,N,-2.0,500.0,Grassland,Alpine meadow by nitrate-N,,,,1.5,,,,,6.0,0–15,7.17,7.15,-0.002793298,-0.02,0.000332001,,,,,,,,,,,,,,,,,0.229347026,0.001199108,Fungal hyphal length,,,,Fungi,Fungi,Mycorrhiza,0.568722203,0.02031326,,,,,0.241421963,0.004286434,,,,,,,,,,,,,,,,,,,,,,,,
396,,,37.61666667,101.2,N,-2.0,500.0,Grassland,Alpine meadow by nitrate-N,,,,7.5,,,,,6.0,0–15,7.17,7.23,0.008333382,0.06,0.000125923,,,,,,,,,,,,,,,,,0.093288308,0.00186816,Fungal hyphal length,,,,Fungi,Fungi,Mycorrhiza,0.295315175,0.021377628,,,,,0.126857601,0.010742517,,,,,,,,,,,,,,,,,,,,,,,,
397,,,37.61666667,101.2,N,-2.0,500.0,Grassland,Alpine meadow by combination-N,,,,1.5,,,,,6.0,0–15,7.17,7.12,-0.006997929,-0.05,0.000221561,,,,,,,,,,,,,,,,,0.051960109,0.001107789,Fungal hyphal length,,,,Fungi,Fungi,Mycorrhiza,0.532752517,0.008000659,,,,,0.2437498,0.003277852,,,,,,,,,,,,,,,,,,,,,,,,
398,,,37.61666667,101.2,N,-2.0,500.0,Grassland,Alpine meadow by combination-N,,,,7.5,,,,,6.0,0–15,7.17,7.08,-0.012631747,-0.09,0.000113269,,,,,,,,,,,,,,,,,0.097328469,0.000838267,Fungal hyphal length,,,,Fungi,Fungi,Mycorrhiza,0.32488786,0.009051511,,,,,0.138014676,0.004244394,,,,,,,,,,,,,,,,,,,,,,,,
399,Inner Mongolia,China,42.03333333,116.2833333,N,2.1,383.0,Grassland,Temperate steppe,62.8,20.3,16.9,6.0,,,,,6.0,0–10,7.19,6.51,-0.099351716,-0.68,0.000442196,0.116587578,0.007710597,0.174353387,0.008667574,-0.042062275,0.000370733,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.006604994,0.000395346,,,,,-0.001422431,2.62924e-05,,,,,,,,,,,,,,,,,,,,,,,,
400,,,42.03333333,116.2833333,N,2.1,383.0,Grassland,Temperate steppe,62.8,20.3,16.9,12.0,,,,,6.0,0–10,7.19,5.64,-0.242807106,-1.55,0.001967459,0.047252885,0.002270701,0.046520016,0.004333689,0.018141087,0.001255471,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.063547857,0.000825493,,,,,-0.020086177,0.000142472,,,,,,,,,,,,,,,,,,,,,,,,
401,,,42.03333333,116.2833333,N,2.1,383.0,Grassland,Temperate steppe,62.8,20.3,16.9,24.0,,,,,6.0,0–10,7.19,4.68,-0.429393062,-2.51,0.001051564,-0.010810916,0.008495719,0.046520016,0.004333689,-0.062557266,0.002952184,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.126244528,0.001504318,,,,,-0.034685848,0.000269752,,,,,,,,,,,,,,,,,,,,,,,,
448,Inner Mongolia,China,43.83972222,116.1658333,P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,6.0,,,,,2.0,0–10,7.85,7.75,-0.012820688,-0.1,0.000912152,0.143354538,0.00294981,-0.176623536,0.000364103,0.324977857,0.003788258,,,,,,,,,,,1.346774626,0.051396078,MBC,,,,Bacteria,Bacteria,Bacteria,,,-0.007997618,0.001177971,-0.020639651,0.000945712,-0.010844413,4.11937e-05,,,,,,,,,,,,,,,,,,,,,,,,
449,,,43.83972222,116.1658333,N,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,,,,,2.0,0–10,7.85,7.37,-0.063095826,-0.48,0.001000061,0.168589902,0.001657852,-0.019231362,0.002719302,0.194744077,0.004983645,,,,,,,,,,,1.525478489,0.014963247,MBC,,,,Bacteria,Bacteria,Bacteria,,,-0.015334913,0.000413784,-0.036032736,0.00031581,-0.020234153,9.13738e-05,,,,,,,,,,,,,,,,,,,,,,,,
450,,,43.83972222,116.1658333,N_P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,6.0,,,,2.0,0–10,7.85,7.59,-0.03368194,-0.26,0.001030207,0.143354538,0.006130521,0.116724274,0.001511907,0.027615167,0.00573006,,,,,,,,,,,1.281074256,0.054900388,MBC,,,,Bacteria,Bacteria,Bacteria,,,-0.036221293,0.001226153,-0.04662851,0.001102497,-0.010844413,0.000295947,,,,,,,,,,,,,,,,,,,,,,,,
451,,,43.83972222,116.1658333,P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,6.0,,,,,2.0,10–20,8.05,8.19,0.017241806,0.14,0.00060387,0.014690715,0.000856309,-0.034685558,0.001762204,0.055393188,0.001849404,,,,,,,,,,,0.590041089,0.052912863,MBC,,,,Bacteria,Bacteria,Bacteria,,,-0.024261943,0.002407422,-0.02048132,0.001611114,0.001609011,0.000116389,,,,,,,,,,,,,,,,,,,,,,,,
452,,,43.83972222,116.1658333,N,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,,,,,2.0,10–20,8.05,7.86,-0.023885485,-0.19,0.000236782,0.032244083,0.005069903,0.033522692,0.000637287,0.002797205,0.005400032,,,,,,,,,,,0.87840411,0.049145328,MBC,,,,Bacteria,Bacteria,Bacteria,,,-0.02011955,0.000851945,-0.015321529,0.000874185,-0.008084118,0.000342215,,,,,,,,,,,,,,,,,,,,,,,,
453,,,43.83972222,116.1658333,N_P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,6.0,,,,2.0,10–20,8.05,8.04,-0.001243008,-0.01,0.00034752,-0.103483022,0.003068015,0.127833372,0.001416529,-0.225246602,0.00127598,,,,,,,,,,,0.996569832,0.052021589,MBC,,,,Bacteria,Bacteria,Bacteria,,,0.031618429,0.000768564,0.037479299,0.000346586,0.012800175,8.65264e-05,,,,,,,,,,,,,,,,,,,,,,,,
454,,,43.83972222,116.1658333,P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,6.0,,,,,2.0,0–10,7.85,7.75,-0.012820688,-0.1,0.000912152,0.143354538,0.00294981,-0.176623536,0.000364103,0.324977857,0.003788258,,,,,,,,,,,1.346774626,0.051396078,MBC,,,,Fungi,Fungi,Fungi,,,-0.087884168,0.008796801,-0.105791955,0.005661181,-0.037960762,0.001571074,,,,,,,,,,,,,,,,,,,,,,,,
455,,,43.83972222,116.1658333,N,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,,,,,2.0,0–10,7.85,7.37,-0.063095826,-0.48,0.001000061,0.168589902,0.001657852,-0.019231362,0.002719302,0.194744077,0.004983645,,,,,,,,,,,1.525478489,0.014963247,MBC,,,,Fungi,Fungi,Fungi,,,0.02162917,0.002456455,0.016431594,0.002256138,-0.049936953,0.001828805,,,,,,,,,,,,,,,,,,,,,,,,
456,,,43.83972222,116.1658333,N_P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,6.0,,,,2.0,0–10,7.85,7.59,-0.03368194,-0.26,0.001030207,0.143354538,0.006130521,0.116724274,0.001511907,0.027615167,0.00573006,,,,,,,,,,,1.281074256,0.054900388,MBC,,,,Fungi,Fungi,Fungi,,,-0.065979035,0.00178132,-0.054611108,0.002461733,-0.034988992,0.000515695,,,,,,,,,,,,,,,,,,,,,,,,
457,,,43.83972222,116.1658333,P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,6.0,,,,,2.0,10–20,8.05,8.19,0.017241806,0.14,0.00060387,0.014690715,0.000856309,-0.034685558,0.001762204,0.055393188,0.001849404,,,,,,,,,,,0.590041089,0.052912863,MBC,,,,Fungi,Fungi,Fungi,,,-0.067409578,0.005832825,-0.06128605,0.005848888,0.04849435,0.00046943,,,,,,,,,,,,,,,,,,,,,,,,
458,,,43.83972222,116.1658333,N,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,,,,,2.0,10–20,8.05,7.86,-0.023885485,-0.19,0.000236782,0.032244083,0.005069903,0.033522692,0.000637287,0.002797205,0.005400032,,,,,,,,,,,0.87840411,0.049145328,MBC,,,,Fungi,Fungi,Fungi,,,0.03984494,0.005494815,0.056199376,0.006522575,0.033590944,0.000884775,,,,,,,,,,,,,,,,,,,,,,,,
459,,,43.83972222,116.1658333,N_P,1.7,325.0,Grassland,Degraded arid steppe,49.0,30.0,21.0,10.0,6.0,,,,2.0,10–20,8.05,8.04,-0.001243008,-0.01,0.00034752,-0.103483022,0.003068015,0.127833372,0.001416529,-0.225246602,0.00127598,,,,,,,,,,,0.996569832,0.052021589,MBC,,,,Fungi,Fungi,Fungi,,,0.02702041,0.006971875,0.051305889,0.007690826,0.021506205,0.000302133,,,,,,,,,,,,,,,,,,,,,,,,
472,Hebei,China,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,1.0,,,,,7.0,0–10,7.7,7.7,0.0,0.0,0.000843313,-0.042559614,0.001305529,0.0,0.000692521,-0.032002731,0.000984541,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.040074195,0.001246798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,4.5,,,,,7.0,0–10,7.7,6.8,-0.124297717,-0.9,0.001539702,0.117783036,0.001297154,0.100083459,0.000612119,0.023347364,0.000895828,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.01798374,0.00589174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,9.2,,,,,7.0,0–10,7.7,6.2,-0.216671037,-1.5,0.000934796,0.15415068,0.001084184,0.100083459,0.000453389,0.031010237,0.001028798,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.168947059,0.010407953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,15.8,,,,,7.0,0–10,7.7,5.5,-0.336472237,-2.2,0.001996964,0.080042708,0.001349852,0.100083459,0.000612119,-0.00790518,0.000816917,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.138760242,0.008867614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,25.2,,,,,7.0,0–10,7.7,5.2,-0.392561703,-2.5,0.001044473,0.080042708,0.001157544,0.051293294,0.000474307,0.007843177,0.000904046,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.26089321,0.013113716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,1.0,,,,,7.0,10–20,7.5,7.4,-0.01342302,-0.1,0.000360393,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.002470048,0.014840754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,4.5,,,,,7.0,10–20,7.5,7.6,0.013245227,0.1,0.000350908,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.036557797,0.016310899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,9.2,,,,,7.0,10–20,7.5,7.3,-0.027028672,-0.2,0.000928388,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.158698752,0.015671119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,15.8,,,,,7.0,10–20,7.5,7.1,-0.054808236,-0.4,0.000376151,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.427462632,0.02391517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,41.73333333,115.6666667,N,1.4,401.0,Grassland,Semi-arid grassland,,,,25.2,,,,,7.0,10–20,7.5,6.8,-0.097980408,-0.7,0.000394041,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.654645775,0.028160074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Inner Mongolia,China,46.07,122.7369444,N,4.6,400.0,Grassland,Stipa baicalensis meadow steppe,,,,5.0,,,,,4.0,0–15,8.2273075,8.3444925,0.014142936,0.117185,0.000352782,0.025484914,0.001010814,0.055109846,0.000280856,-0.025014929,0.000585493,,,,,,,,,,,0.266918032,0.059665758,MBC,,,,Fungi,Fungi,Fungi,,,0.008886282,0.007000493,0.037433301,0.006434237,0.041074971,0.004377909,0.516117924,0.049220338,0.111451161,0.018899103,0.180344347,0.007955442,0.064157069,0.014061512,0.455121396,0.063796835,0.061012823,0.001513304,0.095725064,0.011336739,,,,,,,,,Microplates,20
507,,,46.07,122.7369444,PPT+,4.6,400.0,Grassland,Stipa baicalensis meadow steppe,,,,14.28571429,,,,,4.0,0–15,8.2273075,8.1491825,-0.009541189,-0.078125,0.000112673,0.047542752,0.001051591,-0.018619025,0.000328268,0.076892257,0.00052416,,,,,,,,,,,0.096352541,0.060914689,MBC,,,,Fungi,Fungi,Fungi,,,0.034585115,0.003933882,0.01862245,0.004264802,0.043511183,0.004223641,0.199185895,0.030841856,-0.034723773,0.011776887,0.057828801,0.006805591,-0.060596869,0.004250777,0.447413038,0.062908888,0.028148893,0.002961248,0.01694876,0.002825632,,,,,,,,,Microplates,20
508,,,46.07,122.7369444,N_PPT+,4.6,400.0,Grassland,Stipa baicalensis meadow steppe,,,,5.0,14.28571429,,,,4.0,0–15,8.2273075,8.1696425,-0.007033654,-0.057665,0.000119707,0.02852662,0.001061052,0.000264453,0.000843314,0.030198254,0.000268228,,,,,,,,,,,0.228349093,0.068622671,MBC,,,,Fungi,Fungi,Fungi,,,0.047714125,0.008479207,0.048045579,0.010077528,0.079356755,0.004041308,0.18571751,0.024558045,-0.042390072,0.011293194,0.150233174,0.008484007,0.043820801,0.003389964,0.529661076,0.027705598,0.013982552,0.001894249,-0.018977327,0.003254893,,,,,,,,,Microplates,20
515,Texas,USA,34.83333333,-101.8333333,LUC,15.0,483.0,Grassland,,34.0,28.0,38.0,,,,NEtoPas,Conservation grassland to pasture,,0–5,7.0,7.1,0.014184635,0.1,0.002491436,-0.341749294,0.024214951,-0.251314428,0.036560381,-0.090434865,0.021060631,,,,,,,,,,,-0.259028704,0.035434851,MBC,,,,Bacteria,Bacteria,Bacteria,0.157437018,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,34.83333333,-101.8333333,LUC,15.0,483.0,Grassland,,34.0,28.0,38.0,,,,NEtoAgr,Conservation grass to agriculture,,0–5,7.0,6.9,-0.014388737,-0.1,0.002491436,-0.612295084,0.024214951,-0.587786665,0.036560381,-0.024508419,0.021060631,,,,,,,,,,,-1.082373324,0.035434851,MBC,,,,Bacteria,Bacteria,Bacteria,-0.527865616,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,34.83333333,-101.8333333,LUC,15.0,483.0,Grassland,,34.0,28.0,38.0,,,,NEtoAgr,Conservation grass to agriculture,,0–5,7.0,7.6,0.082238098,0.6,0.002491436,-0.493433881,0.024214951,-0.3254224,0.036560381,-0.168011481,0.021060631,,,,,,,,,,,-0.268161188,0.035434851,MBC,,,,Bacteria,Bacteria,Bacteria,0.313836089,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,New South Wales,Australia,-34.52,148.3,LUC,24.0,4000.0,Grassland,,,,22.0,,,,NEtoAgr,Grassland to agriculture,,0–15,6.0,5.6,-0.068992871,-0.4,0.002491436,-0.893817876,0.024214951,-0.504925902,0.036560381,-0.388891974,0.021060631,,,,,,,,,,,-0.987663174,0.025172967,MBC,,,,Bacteria,Bacteria,"Bacteria, archaea and fungi",,,0.73636912,0.667309644,,,0.090151097,0.007567518,-0.440337653,0.007332482,,,,,,,-0.307874711,0.00586462,,,,,-0.841627783,0.024826973,0.004638705,0.019827846,,,,,Microplates,25
519,,,-34.52,148.3,LUC,24.0,4000.0,Grassland,,,,,,,,NEtoAgr,Grassland to agriculture,,0–15,6.0,6.0,0.0,0.0,0.002491436,-1.011600912,0.024214951,-0.6525619,0.036560381,-0.359039011,0.021060631,,,,,,,,,,,-0.423561906,0.036075605,MBC,,,,Bacteria,Bacteria,"Bacteria, archaea and fungi",,,-0.058198239,0.421488995,,,0.072759354,0.007567518,-0.637433289,0.009716031,,,,,,,-0.304220772,0.009551628,,,,,-0.792429331,0.017678983,-0.15823269,0.040582278,,,,,Microplates,25
520,,,-34.52,148.3,LUC,24.0,4000.0,Grassland,,,,,,,,NEtoAgr,Grassland to agriculture,,0–15,6.0,6.1,0.016529302,0.1,0.002491436,-1.011600912,0.024214951,-0.586603933,0.036560381,-0.424996979,0.021060631,,,,,,,,,,,-0.805904441,0.042394796,MBC,,,,Bacteria,Bacteria,"Bacteria, archaea and fungi",,,0.320699841,0.421852826,,,0.090151097,0.007567518,-0.815903736,0.006645981,,,,,,,-0.446043423,0.004184974,,,,,-1.182373144,0.055706687,-0.049629928,0.027153561,,,,,Microplates,25
521,Jilin,China,43.03333333,119.65,LUC,6.3,284.4,Grassland,,,,,,,,NEtoAgr,Native meadow grassland to agriculture,,0–10,8.67,7.95,-0.086696862,-0.72,0.000263788,-0.090448629,0.007959214,-0.203912189,0.002486177,0.113463561,0.021060631,,,,,,,,,,,-1.186157049,0.003384452,MBC,,,,Bacteria,Bacteria,Bacteria,-0.110832244,0.00335008,,,,,0.010852325,0.000177008,,,,,,,,,,,,,,,,,,,,,,,,
522,,,43.03333333,119.65,LUC,6.3,284.4,Grassland,,,,,,,,NEtoAgr,Native meadow grassland to agriculture,,0–10,8.67,7.85,-0.099355259,-0.82,0.000632299,-0.968640736,0.002309011,-0.540384426,0.00161883,-0.42825631,0.021060631,,,,,,,,,,,-1.424282154,0.00320918,MBC,,,,Bacteria,Bacteria,Bacteria,0.003295041,0.006369738,,,,,0.035622364,0.000177948,,,,,,,,,,,,,,,,,,,,,,,,
523,,,43.03333333,119.65,LUC,6.3,284.4,Grassland,,,,,,,,NEtoPlant,Native meadow to plantation,,0–10,8.67,7.78,-0.108312453,-0.89,0.000179581,0.08973501,0.000227501,0.240468335,0.000960312,-0.150733325,0.021060631,,,,,,,,,,,0.386255178,0.004756535,MBC,,,,Bacteria,Bacteria,Bacteria,-0.052350005,0.004588204,,,,,0.002564104,0.000229166,,,,,,,,,,,,,,,,,,,,,,,,
550,Kansas,USA,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.3,7.5,0.174353387,1.2,7.26967e-05,-0.30538165,0.001348531,-0.265703166,0.002111601,-0.039678484,0.021060631,-1.429466533,0.00699409,,,,,,,,,0.019856248,0.001323256,MBC,-0.055194879,0.003340353,lab,Bacteria,Bacteria,Bacteria,-0.069619634,0.013959074,-0.184818437,0.037690225,,,-0.035026622,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
551,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.3,5.7,-0.100083459,-0.6,0.000116033,-0.804372816,0.005536971,-0.628608659,0.002783565,-0.175764156,0.021060631,-1.623622547,0.009183201,,,,,,,,,-0.803890332,0.006244259,MBC,-0.508441832,0.002256622,lab,Bacteria,Bacteria,Bacteria,-0.066489741,0.013959074,-0.151383661,0.038634774,,,-0.020128767,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
