Observation,PublicationShort,Publication1,Publication2,Publication3,Publication4,Publication5,Publication6,NoPublication,Site,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
929,,,,,,,,,,,,-30.41666667,29.4,N_P,18,790,Grassland,Mesic grassland savanna,,,,21,9,,,,66,0–15,5.4,4.3,-0.227783931,-1.1,0.001749917,0.021053409,0.001502757,0.15415068,0.000642479,-0.133097271,0.021060631,3.725678172,0.140335498,,,,,,,,,-0.437791082,0.035434851,MBC,-0.52611494,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.360253185,0.053374688,,,0.601689186,0.126598318,-0.927988362,0.110444714,,,,,,,,,,,,,,,Microplates,15
930,,,,,,,,,,,,-30.41666667,29.4,N,18,790,Grassland,Mesic grassland savanna,,,,7,,,,,66,0–15,5.4,4.9,-0.097163748,-0.5,0.001584131,-0.088947486,0.004242523,0.064538521,0.005578704,-0.153486007,0.021060631,2.942288588,0.140335498,,,,,,,,,-0.42038551,0.035434851,MBC,-0.46962099,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.177003963,0.053374688,,,0.161468308,0.126598318,-0.19166978,0.110444714,,,,,,,,,,,,,,,Microplates,15
931,,,,,,,,,,,,-30.41666667,29.4,N,18,790,Grassland,Mesic grassland savanna,,,,14,,,,,66,0–15,5.4,4.7,-0.138836445,-0.7,0.003443172,-0.043485112,0.002016517,0.09531018,0.001594735,-0.138795292,0.021060631,3.08074737,0.140335498,,,,,,,,,-0.529045962,0.035434851,MBC,-0.544643338,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.284354601,0.053374688,,,0.520594753,0.126598318,-1.276297146,0.110444714,,,,,,,,,,,,,,,Microplates,15
932,,,,,,,,,,,,-30.41666667,29.4,N,18,790,Grassland,Mesic grassland savanna,,,,21,,,,,66,0–15,5.4,4.1,-0.27541198,-1.3,0.002813459,0.021053409,0.002660164,0.15415068,0.000642479,-0.133097271,0.021060631,3.467627285,0.140335498,,,,,,,,,-1.484519169,0.035434851,MBC,-0.921209684,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.267881324,0.053374688,,,0.737452553,0.126598318,-1.88939988,0.110444714,,,,,,,,,,,,,,,Microplates,15
933,,,,,,,,,,,,-30.41666667,29.4,P,18,790,Grassland,Mesic grassland savanna,,,,9,,,,,66,0–15,5.4,5.1,-0.057158414,-0.3,0.00154143,0.041672696,0.001913405,0.125163143,0.001523773,-0.083490447,0.021060631,2.159542598,0.140335498,,,,,,,,,0.15816231,0.035434851,MBC,-0.077354002,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,0.031982608,0.053374688,,,0.674473173,0.126598318,-0.177683781,0.110444714,,,,,,,,,,,,,,,Microplates,15
934,,,,,,,,,,,,-30.41666667,29.4,N_P,18,790,Grassland,Mesic grassland savanna,,,,7,,,,,66,0–15,5.4,5.1,-0.057158414,-0.3,0.001156962,0,0.001961672,0.064538521,0.003300058,-0.064538521,0.021060631,2.982524765,0.140335498,,,,,,,,,0.050229696,0.035434851,MBC,-0.365930169,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.095149931,0.053374688,,,0.554126072,0.126598318,-0.311215173,0.110444714,,,,,,,,,,,,,,,Microplates,15
935,,,,,,,,,,,,-30.41666667,29.4,N_P,18,790,Grassland,Mesic grassland savanna,,,,14,,,,,66,0–15,5.4,4.8,-0.117783036,-0.6,0.001173483,-0.088947486,0.001538358,0.032789823,0.000717231,-0.121737309,0.021060631,3.440944278,0.140335498,,,,,,,,,-0.195537664,0.035434851,MBC,-0.359303349,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.652058155,0.053374688,,,0.52007476,0.126598318,-0.625708878,0.110444714,,,,,,,,,,,,,,,Microplates,15
936,,,,,,,,,,,,-30.41666667,29.4,N_P,18,790,Grassland,Mesic grassland savanna,,,,21,9,,,,66,0–15,5.4,4.3,-0.227783931,-1.1,0.001749917,0.021053409,0.001502757,0.15415068,0.000642479,-0.133097271,0.021060631,3.725678172,0.140335498,,,,,,,,,-0.437791082,0.035434851,MBC,-0.52611494,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.197180796,0.053374688,,,0.601689186,0.126598318,-0.927988362,0.110444714,,,,,,,,,,,,,,,Microplates,15
937,"Wu et al., 2020","Wu, Y. et al. Ecological clusters based on responses of soil microbial phylotypes to precipitation explain ecosystem functions. Soil Biology and Biochemistry, 107717 (2020).",,,,,,1,Inner Mongolian Grassland Ecosystem Research Station,Inner Mongolia,China,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3,0–15,,,,,,,,,,,,0.130861934,0.015606552,,,,,,,,,,,,0.01609955,0.001572978,lab,Bacteria,Bacteria,,,,,,,,0.002826215,3.61554E-05,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,50,,,,,3,0–15,,,,,,,,,,,,-0.041872725,0.033637287,,,,,,,,,,,,0.038535696,0.001701059,lab,Bacteria,Bacteria,,,,,,,,0.007272506,7.02466E-05,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3,0–15,,,,,,,,,,,,0.095755218,0.013055896,,,,,,,,,,,,0.007872154,0.001405288,lab,Bacteria,Bacteria,,,,,,,,0.000679353,3.38287E-05,,,,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,8.333333333,,,,,3,0–15,,,,,,,,,,,,-0.048855725,0.014952392,,,,,,,,,,,,-0.018014354,0.001619836,lab,Bacteria,Bacteria,,,,,,,,-0.01493848,6.26412E-05,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,16.66666667,,,,,3,0–15,,,,,,,,,,,,-0.052441347,0.016242202,,,,,,,,,,,,0.032168999,0.001917516,lab,Bacteria,Bacteria,,,,,,,,0.006183974,3.26955E-05,,,,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3,0–15,,,,,,,,,,,,0.067328497,0.025611642,,,,,,,,,,,,0.043279273,0.004910333,lab,Bacteria,Bacteria,,,,,,,,0.003210676,8.86484E-05,,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,50,,,,,3,0–15,,,,,,,,,,,,-0.075171128,0.026756446,,,,,,,,,,,,0.019350073,0.001532393,lab,Bacteria,Bacteria,,,,,,,,0.005706168,6.57483E-05,,,,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3,0–15,,,,,,,,,,,,0.059784085,0.0280213,,,,,,,,,,,,0.013454481,0.003052768,lab,Bacteria,Bacteria,,,,,,,,-0.000637058,0.000101074,,,,,,,,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3,0–15,,,,,,,,,,,,0.130861934,0.015606552,,,,,,,,,,,,0.01609955,0.001572978,lab,Fungi,Fungi,,,,,,,,0.007850356,0.005847016,,,,,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,50,,,,,3,0–15,,,,,,,,,,,,-0.041872725,0.033637287,,,,,,,,,,,,0.038535696,0.001701059,lab,Fungi,Fungi,,,,,,,,-0.279376445,0.006622795,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3,0–15,,,,,,,,,,,,0.095755218,0.013055896,,,,,,,,,,,,0.007872154,0.001405288,lab,Fungi,Fungi,,,,,,,,-0.059617307,0.009456847,,,,,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,43.63333333,116.7,PPT-,0.9,334,Grassland,Semi-arid steppe,,,,8.333333333,,,,,3,0–15,,,,,,,,,,,,-0.048855725,0.014952392,,,,,,,,,,,,-0.018014354,0.001619836,lab,Fungi,Fungi,,,,,,,,-0.079346135,0.003268055,,,,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,16.66666667,,,,,3,0–15,,,,,,,,,,,,-0.052441347,0.016242202,,,,,,,,,,,,0.032168999,0.001917516,lab,Fungi,Fungi,,,,,,,,0.033694565,0.003372067,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3,0–15,,,,,,,,,,,,0.067328497,0.025611642,,,,,,,,,,,,0.043279273,0.004910333,lab,Fungi,Fungi,,,,,,,,0.004300907,0.005672612,,,,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,50,,,,,3,0–15,,,,,,,,,,,,-0.075171128,0.026756446,,,,,,,,,,,,0.019350073,0.001532393,lab,Fungi,Fungi,,,,,,,,0.020755235,0.003896701,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,43.63333333,116.7,PPT+,0.9,334,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3,0–15,,,,,,,,,,,,0.059784085,0.0280213,,,,,,,,,,,,0.013454481,0.003052768,lab,Fungi,Fungi,,,,,,,,-0.067770381,0.010845236,,,,,,,,,,,,,,,,,,,,,,,,
953,"Zhang et al., 2019","Zhang, G. et al. Ammonia-Oxidizing Bacteria and Archaea: Response to Simulated Climate Warming and Nitrogen Supplementation. Soil Science Society of America Journal 83, 1683-1695 (2019).",,,,,,1,Siziwang Banner County,Inner Mongolia,China,41.77877778,111.8949167,N,6.7,280,Desert,Desert steppe,,,,10,,,,,11,0–2,8.06,7.32,-0.096303229,-0.74,0.00280483,0.279257423,0.013670657,0.200670695,0.015886134,0.078586727,0.021060631,,,,,1.190332468,0.406638947,,,,,,,,,,,Specialized,Nitrifiers,AOA,-0.048790164,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,41.77877778,111.8949167,W,6.7,280,Desert,Desert steppe,,,,1.5,,,,,11,0–2,8.06,7.9,-0.020050797,-0.16,0.00086863,0.101999168,0.001561702,0.105360516,0.010055556,-0.003361348,0.021060631,,,,,0.058755362,0.38469902,,,,,,,,,,,Specialized,Nitrifiers,AOA,0,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,41.77877778,111.8949167,N,6.7,280,Desert,Desert steppe,,,,10,,,,,11,0–2,8.06,7.32,-0.096303229,-0.74,0.00280483,0.279257423,0.013670657,0.200670695,0.015886134,0.078586727,0.021060631,,,,,1.190332468,0.406638947,,,,,,,,,,,Specialized,Nitrifiers,AOB,0.18910243,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,41.77877778,111.8949167,W,6.7,280,Desert,Desert steppe,,,,1.5,,,,,11,0–2,8.06,7.9,-0.020050797,-0.16,0.00086863,0.101999168,0.001561702,0.105360516,0.010055556,-0.003361348,0.021060631,,,,,0.058755362,0.38469902,,,,,,,,,,,Specialized,Nitrifiers,AOB,0.028170181,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,41.77877778,111.8949167,N,6.7,280,Desert,Desert steppe,,,,10,,,,,11,2–5,8.47,7.38,-0.13775687,-1.09,0.002926531,0.194642041,0.005523703,0.060624622,0.003817042,0.134017419,0.021060631,,,,,-0.09648426,0.33783755,,,,,,,,,,,Specialized,Nitrifiers,AOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,41.77877778,111.8949167,W,6.7,280,Desert,Desert steppe,,,,1.5,,,,,11,2–5,8.47,8.38,-0.010682594,-0.09,5.23029E-05,-0.008298803,0.010486913,0,0.00625,-0.008298803,0.021060631,,,,,0.058692874,0.138783161,,,,,,,,,,,Specialized,Nitrifiers,AOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,41.77877778,111.8949167,N,6.7,280,Desert,Desert steppe,,,,10,,,,,11,2–5,8.47,7.38,-0.13775687,-1.09,0.002926531,-0.008298803,0.010486913,0.060624622,0.003817042,-0.068923425,0.021060631,,,,,-0.09648426,0.33783755,,,,,,,,,,,Specialized,Nitrifiers,AOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,41.77877778,111.8949167,W,6.7,280,Desert,Desert steppe,,,,1.5,,,,,11,2–5,8.47,8.38,-0.010682594,-0.09,5.23029E-05,-0.008298803,0.010486913,0,0.00625,-0.008298803,0.021060631,,,,,0.058692874,0.138783161,,,,,,,,,,,Specialized,Nitrifiers,AOB,,,-0.051831684,4.46948E-05,,,0.065597282,7.18969E-06,,,,,,,,,,,,,,,,,,,,,,,,
961,"Sui et al., 2019","Sui, X. et al. Land use change effects on diversity of soil bacterial, Acidobacterial and fungal communities in wetlands of the Sanjiang Plain, northeastern China. Scientific Reports 9, 1-14 (2019).",,,,,,1,Sanjiang Plain,Heilongjiang,China,47.58333333,133.5166667,LUC,1.9,560,Wetland,,,,,,,,NEtoAgr,Wetland to soybean,,0–20,5.5,5.8,0.053109825,0.3,0.000209281,-0.722023104,0.001199743,-0.327212911,0.024024761,-0.394810193,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.096553188,0.000109344,,,0.03333642,1.18927E-05,,,,,,,,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,47.58333333,133.5166667,LUC,1.9,560,Wetland,,,,,,,,NEtoPlant,Wetland to plantations of Larix gmelinii,,0–20,5.5,7.4,0.296731908,1.9,0.000171065,-0.741747609,0.001393293,-0.870828358,0.020797027,0.129080748,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.00923167,3.99956E-05,,,0.05942342,6.31928E-06,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,47.58333333,133.5166667,LUC,1.9,560,Wetland,,,,,,,,NEtoAgr,Wetland to soybean,,0–20,5.5,5.8,0.053109825,0.3,0.000209281,-0.722023104,0.001199743,-0.327212911,0.024024761,-0.394810193,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,-0.0768563,6.65075E-05,,,0.05942342,1.2483E-05,,,,,,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,47.58333333,133.5166667,LUC,1.9,560,Wetland,,,,,,,,NEtoPlant,Wetland to plantations of Larix gmelinii,,0–20,5.5,7.4,0.296731908,1.9,0.000171065,-0.741747609,0.001393293,-0.870828358,0.020797027,0.129080748,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.541687021,0.019597708,,,0.167054085,0.006792472,,,,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,47.58333333,133.5166667,LUC,1.9,560,Wetland,,,,,,,,NEtoAgr,Wetland to soybean,,0–20,5.5,5.8,0.053109825,0.3,0.000209281,-0.722023104,0.001199743,-0.327212911,0.024024761,-0.394810193,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,,,,0.497659367,0.012262941,,,0.241162057,0.008066081,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,47.58333333,133.5166667,LUC,1.9,560,Wetland,,,,,,,,NEtoPlant,Wetland to plantations of Larix gmelinii,,0–20,5.5,7.4,0.296731908,1.9,0.000171065,-0.741747609,0.001393293,-0.870828358,0.020797027,0.129080748,0.021060631,,,,,,,,,,,,,,,,,Fungi,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,"Brinkmann et al., 2019; Allen et al., 2015","Brinkmann, N. et al. Intensive tropical land use massively shifts soil fungal communities. Scientific reports 9, 1-11 (2019).",,,,,,1,Jambi,Sumatra,Indonesia,-1.95,103,LUC,26.7,2235,Tro/Sub Forest,,,,,,,,NEtoPlant,Rain forest to agroforest,,0–20,4.2,4.5,0.068992871,0.3,0.00026518,0.264692554,0.031610167,0.229652316,0.07548309,-0.007662873,0.010380455,-0.062800901,0.062307697,,,,,,,,,-0.12786373,0.094903737,MBC,,,,Fungi,Fungi,,0.248403218,0.002337171,0.264217833,0.004537982,,,0.09657201,0.000411688,,,,,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,-1.95,103,LUC,26.7,2235,Tro/Sub Forest,,,,,,,,NEtoPlant,Rain forest to rubber plantations ,,0–20,4.2,4.5,0.068992871,0.3,0.000635551,-0.164303051,0.043365004,-0.280871603,0.091594471,0.087647307,0.011608388,-0.650587566,0.034499055,,,,,,,,,-0.625548277,0.048424419,MBC,,,,Fungi,Fungi,,0.135709252,0.002716461,0.141615511,0.005199955,,,0.052750565,0.000434628,,,,,,,,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,-1.95,103,LUC,26.7,2235,Tro/Sub Forest,,,,,,,,NEtoPlant,Rain forest to oil palm plantations,,0–20,4.2,4.4,0.046520016,0.2,0.000658252,0.0588405,0.026222147,-0.012223223,0.072439349,0.030077455,0.01006739,-0.212332635,0.075487608,,,,,,,,,-0.530513765,0.069698272,MBC,,,,Fungi,Fungi,,0.086284369,0.002783209,0.090406966,0.005766941,,,0.032789823,0.000475067,,,,,,,,,,,,,,,,,,,,,,,,
970,"Xiao et al., 2020","Xiao, D. et al. Nitrogen fertilizer and Amorpha fruticosa leguminous shrub diversely affect the diazotroph communities in an artificial forage grassland. Science of The Total Environment 711, 134967 (2020).",,,,,,1,Huanjiang,Guangxi,China,25.14166667,108.2833333,N,20,1493,Agriculture,Forage rass,,,,24.04761905,,,,,2,0–10,8.02501,7.81196,-0.026907022,-0.21305,0.000466316,0.196413847,0.023734094,0.171810309,0.033653289,0.024603538,0.021060631,,,,,,,,,,,,,,,,,Specialized,Diazotroph,,0.100075661,0.004973751,0.103759543,0.005697476,,,0.01347574,0.001682697,,,,,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,25.14166667,108.2833333,N,20,1493,Agriculture,Forage rass,,,,24.04761905,,,,,2,0–10,7.91899,7.64163,-0.035652741,-0.27736,0.000949001,0.101399904,0.02653446,0.108996256,0.028285682,-0.007596352,0.021060631,,,,,,,,,,,,,,,,,Specialized,Diazotroph,,-0.017670887,0.002707301,-0.016209875,0.002537601,,,0.008063633,0.002363434,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,25.14166667,108.2833333,N,20,1493,Agriculture,Forage rass,,,,24.04761905,,,,,2,0–10,7.95893,7.71074,-0.031680406,-0.24819,0.000379382,-0.024161618,0.012831885,-0.01386676,0.013795389,-0.010294858,0.021060631,,,,,,,,,,,,,,,,,Specialized,Diazotroph,,0.131022368,0.009892471,0.13740845,0.01090534,,,0.04307974,0.003294787,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,25.14166667,108.2833333,N,20,1493,Agriculture,Forage rass,,,,24.04761905,,,,,3,0–10,7.90793,7.74746,-0.020501006,-0.16047,0.000222387,0.154918062,0.034644127,0.206001057,0.042583294,-0.051082995,0.021060631,,,,,,,,,,,,,,,,,Specialized,Diazotroph,,-0.049252958,0.000144822,-0.04679236,0.00010784,,,-0.008085366,0.001604634,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,25.14166667,108.2833333,N,20,1493,Agriculture,Forage rass,,,,24.04761905,,,,,3,0–10,7.86027,7.67057,-0.024430029,-0.1897,0.001004529,0.024217727,0.020936415,0.018613201,0.028114376,0.005604527,0.021060631,,,,,,,,,,,,,,,,,Specialized,Diazotroph,,-0.017650861,0.001866627,-0.021267488,0.002298564,,,-0.033858099,0.000554098,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,25.14166667,108.2833333,N,20,1493,Agriculture,Forage rass,,,,24.04761905,,,,,3,0–10,7.86517,7.68713,-0.022896649,-0.17804,0.000813467,-0.057791175,0.018399959,-0.055335329,0.043654074,-0.002455847,0.021060631,,,,,,,,,,,,,,,,,Specialized,Diazotroph,,0.027276571,0.005268486,0.027316488,0.005548707,,,0.057380125,0.001669804,,,,,,,,,,,,,,,,,,,,,,,,
976,"Sun et al., 2020","Sun, Y. et al. Land-use changes alter soil bacterial composition and diversity in tropical forest soil in China. Science of The Total Environment, 136526 (2020).",,,,,,1,Zhanzhou,Hainan,China,19.4486,109.6399,LUC,30.5,1651.4,Tro/Sub Forest,,,,,,,,NEtoAgr,Natural forest to 5-year-old cropland,,0–10,4.51,4.47,-0.008908745,-0.04,0.003042387,0.812150473,0.199125709,5.010635294,2.250002778,-4.198484821,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.308552548,0.079193203,,,0.19921932,0.026909746,,,,,,,,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,19.4486,109.6399,LUC,30.5,1651.4,Tro/Sub Forest,,,,,,,,NEtoPlant,Natural forest to 5-year-old rubber,,0–10,4.51,4.51,0,0,0.004744323,0.50642033,0.043511482,0.348306694,2.281141869,0.158113636,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.071650672,0.060151665,,,0.106143723,0.034192476,,,,,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,19.4486,109.6399,LUC,30.5,1651.4,Tro/Sub Forest,,,,,,,,NEtoPlant,Natural forest to 30-year-old rubber,,0–10,4.51,4.57,0.013216051,0.06,0.002000205,0.982201937,0.050573829,0.810930216,2.255486968,0.171271721,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.274205825,0.043934298,,,0.219107408,0.026671813,,,,,,,,,,,,,,,,,,,,,,,,
979,"Ouyang et al., 2016, 2020","Ouyang, Y. & Norton, J. M. Short-Term Nitrogen Fertilization Affects Microbial Community Composition and Nitrogen Mineralization Functions in an Agricultural Soil. Applied and Environmental Microbiology 86 (2020).","Ouyang, Y., Norton, J. M., Stark, J. M., Reeve, J. R. & Habteselassie, M. Y. Ammonia-oxidizing bacteria are more responsive than archaea to nitrogen source in an agricultural soil. Soil Biology and Biochemistry 96, 4-15 (2016).",,,,,2,North Logan,Utah,USA,41.75,-111.8,N,8.6,422,Agriculture,,,,,10,,,,,1,0–15,8.26607,8.23641,-0.003594615,-0.02966,1.51719E-05,0.210674364,0.028841512,-0.01117403,0.010055269,0.221848394,0.021060631,0.32668423,0.140335498,,,,,,,,,,,,0.079936013,0.043299049,lab,Bacteria,Bacteria,,-0.011876991,0.001149728,-0.017660892,0.001064622,,,0.002350916,8.38683E-05,0.143845409,0.014039863,,,,,,,0.073660325,0.058781118,,,,,,,,,0.055413886,0.01838843,,,Colorimetric,37
980,,,,,,,,,,,,41.75,-111.8,N,8.6,422,Agriculture,,,,,20,,,,,1,0–15,8.26607,8.099,-0.020418587,-0.16707,1.45024E-05,0.14880981,0.028427525,-0.068992419,0.016147427,0.21780223,0.021060631,0.0588405,0.140335498,,,,,,,,,,,,0.015141377,0.043299049,lab,Bacteria,Bacteria,,-0.045291383,0.001199869,-0.06501951,0.001257154,,,-0.01558313,0.000170173,0.356889325,0.029432351,,,,,,,0.260241326,0.058781118,,,,,,,,,0.136245638,0.016250206,,,Colorimetric,37
981,,,,,,,,,,,,41.75,-111.8,N,8.6,422,Agriculture,,,,,10,,,,,4,0–15,8.24337,8.15876,-0.010317044,-0.08461,5.30733E-05,0.00034237,0.009023367,0.114193285,0.002091724,-0.113850915,0.021060631,0.32668423,0.140335498,,,,,,,,,,,,0.079936013,0.043299049,lab,Bacteria,Bacteria,,0.002965645,0.000439657,0.025684155,0.000589435,,,-0.007131181,8.78004E-05,0.143845409,0.014039863,,,,,,,0.073660325,0.058781118,,,,,,,,,0.055413886,0.01838843,,,Colorimetric,37
982,,,,,,,,,,,,41.75,-111.8,N,8.6,422,Agriculture,,,,,20,,,,,3,0–15,8.24337,8.10797,-0.016561712,-0.1354,5.91196E-05,0.043499727,0.008917849,0.223144701,0.002000454,-0.179644973,0.021060631,0.0588405,0.140335498,,,,,,,,,,,,0.015141377,0.043299049,lab,Bacteria,Bacteria,,-0.05493243,0.000850469,-0.015205852,0.000988854,,,-0.015689424,0.000121235,0.356889325,0.029432351,,,,,,,0.260241326,0.058781118,,,,,,,,,0.136245638,0.016250206,,,Colorimetric,37
983,"Zheng et al., 2012","Zheng, Y. et al. Methanotrophic community structure and activity under warming and grazing of alpine meadow on the Tibetan Plateau. Applied microbiology and biotechnology 93, 2193-2203 (2012).",,,,,,1,Haibei,Qinghai,China,37.61666667,101.2,W,-2,500,Grassland,Alpine meadow,,,,1.5,,,,,3,0–10,7.59,7.6,0.001316656,0.01,0.001292449,-0.042787275,0.00929826,-0.015037877,0.009242264,-0.018692133,0.002507888,,,,,,,,,1.480053203,0.403366833,,,,,,,Specialized,Methanotroph,Methanotroph,0.040163471,0.007591075,,,,,0.030305349,0.005513438,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,37.61666667,101.2,W,-2,500,Grassland,Alpine meadow with grazing,,,,1.5,,,,,3,0–10,7.61,7.57,-0.005270104,-0.04,0.001535307,0.085749547,0.005021236,0.09402895,0.004415209,-0.009852296,0.000341647,,,,,,,,,0.034689875,0.001520535,,,,,,,Specialized,Methanotroph,Methanotroph,0.021434877,0.002892511,,,,,0.054488185,0.005405698,,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,37.61666667,101.2,LUC,-2,500,Grassland,Alpine Grassland,,,,,,,NEtoPas,Alpine meadow to pasture,,0–10,7.59,7.61,0.00263158,0.02,0.001690561,0.037255432,0.007176879,0.057987258,0.007354529,-0.010638398,0.00170895,,,,,,,,,1.513186915,0.373323425,,,,,,,Specialized,Methanotroph,Methanotroph,-0.007826288,0.005338804,,,,,-0.039220713,0.00702157,,,,,,,,,,,,,,,,,,,,,,,,
